"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"115",114,"McDonald, Tom","06-16-2020 10:00:00",6980,"ford","mpv",2017,"clean vehicle",29168,"gray","  1fm5k7d8xhga68751",167656364,"texas"," usa","2 days left","June","Morning","texas","TX","Tom","48 hours left","Group 1"
"116",115,"Kananen, Jeff","01-03-2021 17:40:00",25000,"dodge","charger",2018,"clean vehicle",28307,"silver","  2c3cdxjg6jh224431",167755814,"michigan"," usa","21 hours left","January","Aftrenoon","michigan","MI","Jeff","21 hours left","Group 1"
"117",116,"Ms BenDixen, Lonnie","10-31-2020 22:30:00",20802,"chevrolet","colorado",2017,"clean vehicle",33791,"turquoise","  1gcgtben3h1180134",167765116,"michigan"," usa","2 days left","October","Night","michigan","MI","Lonnie","48 hours left","Group 1"
"118",117,"Ms Schoen, Lisa","04-14-2021 11:50:00",9200,"ford","door",2017,"clean vehicle",21770,"black","  1ftew1ep8hfa10123",167656365,"texas"," usa","2 days left","April","Morning","texas","TX","Lisa","48 hours left","Group 1"
"119",118,"Nitka, Clarence","09-15-2020 15:30:00",26500,"chrysler","pacifica",2017,"clean vehicle",18375,"gray","  2c4rc1eg2hr669530",167755839,"michigan"," usa","21 hours left","September","Aftrenoon","michigan","MI","Clarence","21 hours left","Group 1"
"120",119,"Baker, Pat","02-21-2020 13:40:00",24802,"chevrolet","colorado",2017,"clean vehicle",14158,"gray","  1gcgtcen9h1202076",167765119,"michigan"," usa","2 days left","February","Aftrenoon","michigan","MI","Pat","48 hours left","Group 1"
"121",120,"Francour, Lisa","12-17-2019 22:10:00",7070,"ford","mpv",2017,"clean vehicle",30318,"black","  1fm5k7d82hgb21314",167656366,"texas"," usa","2 days left","December","Night","texas","TX","Lisa","48 hours left","Group 1"
"122",121,"Ms BenDixen, Lonnie","06-28-2020 12:00:00",28500,"ford","door",2017,"clean vehicle",48086,"red","  1ftew1ep2hkd15978",167755890,"south carolina"," usa","21 hours left","June",NA,"south carolina","SC","Lonnie","21 hours left","Group 1"
"123",122,"Halla, Al","11-17-2020 19:20:00",47500,"cadillac","door",2017,"clean vehicle",26562,"black","  1gys4ckj7hr359884",167765120,"michigan"," usa","2 days left","November","Evening","michigan","MI","Al","48 hours left","Group 1"
"124",123,"Mr Reimer, Dick","11-19-2019 21:20:00",23500,"ford","explorer",2017,"clean vehicle",57611,"black","  1fm5k8f80hgc67231",167755891,"south carolina"," usa","21 hours left","November","Evening","south carolina","SC","Dick","21 hours left","Group 2"
"125",124,"Pascoe, Paul","02-20-2021 11:50:00",23505,"chevrolet","colorado",2017,"clean vehicle",47357,"black","  1gcptce16h1176629",167765121,"michigan"," usa","2 hours left","February","Morning","michigan","MI","Paul","2 hours left","Group 1"
"126",125,"Utech, Carol","08-07-2020 14:10:00",10940,"ford","door",2017,"clean vehicle",84916,"white","  1ftew1ef1hke25038",167656368,"texas"," usa","2 days left","August","Aftrenoon","texas","TX","Carol","48 hours left","Group 2"
"127",126,"Raboin, Chase","09-01-2020 17:30:00",32100,"ford","f-150",2017,"clean vehicle",24521,"gray","  1ftfw1eg1hfb38806",167755893,"south carolina"," usa","21 hours left","September","Aftrenoon","south carolina","SC","Chase","21 hours left","Group 1"
"128",127,"Trimberger, Jason","11-26-2020 13:40:00",53000,"chevrolet","3500",2018,"clean vehicle",16105,"black","  1gc4k1ey0jf149152",167765123,"washington"," usa","21 hours left","November","Aftrenoon","washington","WA","Jason","21 hours left","Group 1"
"129",128,"Kline, Kent","02-20-2020 19:00:00",6830,"ford","mpv",2017,"clean vehicle",35888,"gold","  1fm5k7dh9hgb05630",167656369,"texas"," usa","2 days left","February","Evening","texas","TX","Kent","48 hours left","Group 1"
"130",129,"Cousineau, Tom","03-29-2020 19:00:00",11900,"dodge","caravan",2017,"clean vehicle",59537,"gray","  2c4rdgcg3hr864989",167755906,"south carolina"," usa","21 hours left","March","Evening","south carolina","SC","Tom","21 hours left","Group 2"
"131",130,"Froelich, Francis","06-11-2019 17:30:00",26414,"chevrolet","1500",2017,"clean vehicle",55222,"black","  3gcukrec3hg429109",167765140,"michigan"," usa","20 hours left","June","Aftrenoon","michigan","MI","Francis","20 hours left","Group 2"
"132",131,"Pascoe, Paul","09-30-2020 15:10:00",4160,"dodge","mpv",2018,"clean vehicle",32870,"gray","  3c4pdcab8jt166940",167656464,"florida"," usa","17 hours left","September","Aftrenoon","florida","FL","Paul","17 hours left","Group 1"
"133",132,"Badura, Shannon","02-22-2020 17:50:00",19405,"chevrolet","door",2017,"clean vehicle",39687,"silver","  1gnkvgkd0hj145877",167765141,"michigan"," usa","3 hours left","February","Aftrenoon","michigan","MI","Shannon","3 hours left","Group 1"
"134",133,"Mr Trupke, Tim","01-17-2020 19:20:00",5690,"dodge","mpv",2018,"clean vehicle",47085,"silver","  2c4rdgeg8jr337145",167656466,"florida"," usa","17 hours left","January","Evening","florida","FL","Tim","17 hours left","Group 1"
"135",134,"Klinowski, Bill","05-18-2020 19:00:00",25900,"chrysler","van",2017,"clean vehicle",32224,"silver","  2c4rc1gg4hr635019",167756044,"south carolina"," usa","21 hours left","May","Evening","south carolina","SC","Bill","21 hours left","Group 1"
"136",135,"Hendricks, Dan","08-07-2019 22:30:00",24005,"chevrolet","1500",2017,"clean vehicle",51293,"beige","  1gcukrecxhf153500",167765146,"michigan"," usa","20 hours left","August","Night","michigan","MI","Dan","20 hours left","Group 2"
"137",136,"Ms BenDixen, Lonnie","04-15-2020 15:30:00",5090,"dodge","mpv",2018,"clean vehicle",42989,"gray","  2c4rdgcg2jr218218",167656467,"florida"," usa","17 hours left","April","Aftrenoon","florida","FL","Lonnie","17 hours left","Group 1"
"138",137,"Gutzman, Todd","07-09-2019 12:40:00",19500,"chrysler","300",2017,"clean vehicle",31311,"gray","  2c3ccabg5hh538726",167756093,"arizona"," usa","34 minutes","July","Aftrenoon","arizona","AZ","Todd","0 hours left","Group 1"
"139",138,"Baranczyk, Kay","12-31-2019 14:00:00",32012,"chevrolet","1500",2017,"clean vehicle",46091,"white","  3gcuksej6hg353147",167765148,"michigan"," usa","2 days left","December","Aftrenoon","michigan","MI","Kay","48 hours left","Group 1"
"140",139,"Mahlik, Nick","08-20-2019 13:40:00",6800,"dodge","dart",2016,"clean vehicle",49033,"black","  1c3cdffh0gd823262",167756148,"michigan"," usa","2 days left","August","Aftrenoon","michigan","MI","Nick","48 hours left","Group 1"
"141",140,"Mayer, Lori","08-27-2019 18:40:00",4260,"dodge","mpv",2018,"clean vehicle",33957,"gray","  3c4pdcabxjt311007",167656471,"florida"," usa","16 hours left","August","Evening","florida","FL","Lori","16 hours left","Group 1"
"142",141,"Knipp, Rosalind","05-04-2020 20:50:00",0,"dodge","van",2008,"salvage insurance",177948,"orange","  2d8hn44h88r669549",167756157,"utah"," usa","2 days left","May","Evening","utah","UT","Rosalind","48 hours left","Group 4"
"143",142,"Ms Schoen, Lisa","07-18-2019 18:40:00",31802,"chevrolet","2500",2017,"clean vehicle",19845,"silver","  1gc1kveg3hf189737",167765152,"michigan"," usa","20 hours left","July","Evening","michigan","MI","Lisa","20 hours left","Group 1"
"144",143,"Kostichka, Norb","11-13-2019 18:50:00",7210,"dodge","doors",2018,"clean vehicle",38910,"black","  2c3cdxct1jh233225",167656472,"florida"," usa","16 hours left","November","Evening","florida","FL","Norb","16 hours left","Group 1"
"145",144,"Cousineau, Tom","08-20-2020 15:00:00",0,"dodge","door",2014,"salvage insurance",123660,"silver","  1c3cdzab0en111068",167756167,"utah"," usa","2 days left","August","Aftrenoon","utah","UT","Tom","48 hours left","Group 3"
"146",145,"Knipp, Rosalind","04-03-2020 18:00:00",28402,"chevrolet","1500",2017,"clean vehicle",31234,"black","  3gcukrec4hg196549",167765157,"michigan"," usa","2 days left","April",NA,"michigan","MI","Rosalind","48 hours left","Group 1"
"147",146,"Trimberger, Jason","02-05-2019 16:30:00",6800,"dodge","doors",2018,"clean vehicle",36767,"gray","  2c3cdxhgxjh125388",167656473,"florida"," usa","16 hours left","February","Aftrenoon","florida","FL","Jason","16 hours left","Group 1"
"148",147,"VanDenHoven, Bob","06-01-2021 09:10:00",33300,"cadillac","esv",2015,"clean vehicle",57932,"gray","  1gys4tkj0fr538846",167765183,"washington"," usa","21 hours left","June","Morning","washington","WA","Bob","21 hours left","Group 2"
"149",148,"Utech, Carol","12-21-2019 17:20:00",10780,"dodge","mpv",2018,"clean vehicle",19420,"white","  1c4sdjct1jc174166",167656474,"florida"," usa","16 hours left","December","Aftrenoon","florida","FL","Carol","16 hours left","Group 1"
"150",149,"Ms BenDixen, Lonnie","01-09-2019 20:30:00",6700,"ford","cutaway",2014,"clean vehicle",204155,"beige","  1fdfe4fs7eda23699",167756194,"pennsylvania"," usa","3 days left","January","Evening","pennsylvania","PA","Lonnie","72 hours left","Group 5"
"151",150,"Kline, Kent","02-24-2021 18:10:00",20000,"chevrolet","1500",2016,"clean vehicle",93493,"white","  3gcuknec9gg342967",167765203,"washington"," usa","21 hours left","February","Evening","washington","WA","Kent","21 hours left","Group 2"
"152",151,"Callahan, Mark","09-01-2020 17:40:00",6440,"chrysler","doors",2018,"clean vehicle",20942,"gray","  2c3ccakg8jh168457",167656475,"florida"," usa","17 hours left","September","Aftrenoon","florida","FL","Mark","17 hours left","Group 1"
"153",152,"Mr Trupke, Tim","02-05-2019 18:20:00",19900,"ford","door",2016,"clean vehicle",86826,"gray","  1fm5k8f8xggc51519",167756205,"south carolina"," usa","21 hours left","February","Evening","south carolina","SC","Tim","21 hours left","Group 2"
"154",153,"Klinowski, Bill","05-26-2019 10:20:00",37000,"chevrolet","door",2015,"clean vehicle",45787,"white","  1gc1kwegxff145382",167765217,"washington"," usa","21 hours left","May","Morning","washington","WA","Bill","21 hours left","Group 1"
"155",154,"Mayer, Lori","04-06-2020 10:50:00",4040,"dodge","mpv",2018,"clean vehicle",50765,"red","  3c4pdcab6jt273002",167656476,"florida"," usa","16 hours left","April","Morning","florida","FL","Lori","16 hours left","Group 1"
"156",155,"McDonald, Tom","05-09-2019 12:20:00",22300,"ford","explorer",2016,"clean vehicle",62774,"black","  1fm5k8fh9ggc37790",167756208,"south carolina"," usa","21 hours left","May","Aftrenoon","south carolina","SC","Tom","21 hours left","Group 2"
"157",156,"Callahan, Mark","05-06-2020 21:50:00",31200,"chevrolet","door",2011,"clean vehicle",76326,"gray","  1gc1kxc86bf208814",167765320,"washington"," usa","21 hours left","May","Evening","washington","WA","Mark","21 hours left","Group 2"
"158",157,"Ms BenDixen, Lonnie","03-07-2020 16:40:00",4290,"dodge","mpv",2018,"clean vehicle",39029,"white","  3c4pdcab0jt474412",167656477,"florida"," usa","16 hours left","March","Aftrenoon","florida","FL","Lonnie","16 hours left","Group 1"
"159",158,"Klinowski, Bill","09-06-2020 18:10:00",22800,"ford","el",2016,"clean vehicle",72885,"silver","  1fmjk1ht3gef52975",167756210,"south carolina"," usa","21 hours left","September","Evening","south carolina","SC","Bill","21 hours left","Group 2"
"160",159,"Mr Reimer, Dick","10-02-2021 20:20:00",19002,"cadillac","door",2016,"clean vehicle",46467,"white","  1g6ah1rx1g0193887",167765761,"michigan"," usa","20 hours left","October","Evening","michigan","MI","Dick","20 hours left","Group 1"
"161",160,"Mr Trupke, Tim","01-27-2020 10:50:00",4160,"dodge","mpv",2018,"clean vehicle",6743,"gray","  3c4pdcab8jt384019",167656478,"florida"," usa","16 hours left","January","Morning","florida","FL","Tim","16 hours left","Group 1"
"162",161,"Ms BenDixen, Lonnie","06-05-2020 11:20:00",18500,"ford","edge",2016,"clean vehicle",33514,"white","  2fmpk3j98gbb59781",167756214,"south carolina"," usa","21 hours left","June","Morning","south carolina","SC","Lonnie","21 hours left","Group 1"
"163",162,"Trimberger, Jason","08-12-2020 12:30:00",39000,"bmw","series",2016,"clean vehicle",39917,"blue","  wba7f2c57gg421020",167765766,"michigan"," usa","2 days left","August","Aftrenoon","michigan","MI","Jason","48 hours left","Group 1"
"164",163,"Mr Trupke, Tim","03-28-2021 23:00:00",6060,"dodge","doors",2018,"clean vehicle",32504,"black","  3c4pddgg1jt523058",167656479,"florida"," usa","18 hours left","March","Night","florida","FL","Tim","18 hours left","Group 1"
"165",164,"Ms BenDixen, Lonnie","11-05-2019 18:50:00",28800,"ford","door",2016,"clean vehicle",77638,"white","  1ftew1ep1gfc64335",167756219,"south carolina"," usa","21 hours left","November","Evening","south carolina","SC","Lonnie","21 hours left","Group 2"
"166",165,"McDonald, Tom","03-04-2020 11:50:00",40000,"bmw","series",2016,"clean vehicle",31727,"gray","  wba7f2c55gg415264",167765767,"michigan"," usa","2 days left","March","Morning","michigan","MI","Tom","48 hours left","Group 1"
"167",166,"McDonald, Tom","12-05-2019 17:20:00",6140,"dodge","doors",2018,"clean vehicle",52966,"silver","  2c3cdxbg0jh187083",167656480,"florida"," usa","16 hours left","December","Aftrenoon","florida","FL","Tom","16 hours left","Group 2"
"168",167,"Mahlik, Nick","05-05-2019 09:30:00",21000,"ford","flex",2016,"clean vehicle",24157,"gray","  2fmhk6c89gba05297",167756222,"south carolina"," usa","21 hours left","May","Morning","south carolina","SC","Nick","21 hours left","Group 1"
"169",168,"Mayer, Lori","01-11-2020 20:00:00",20105,"buick","door",2016,"clean vehicle",51393,"beige","  5gakvbkd8gj196085",167765770,"michigan"," usa","20 hours left","January","Evening","michigan","MI","Lori","20 hours left","Group 2"
"170",169,"Knipp, Rosalind","08-29-2019 19:20:00",6760,"dodge","doors",2018,"clean vehicle",35461,"white","  2c3cdzag7jh321665",167656483,"florida"," usa","16 hours left","August","Evening","florida","FL","Rosalind","16 hours left","Group 1"
"171",170,"Ms BenDixen, Lonnie","03-22-2020 09:50:00",25800,"ford","door",2014,"clean vehicle",47055,"brown","  1ft7x2b62eea29551",167756277,"pennsylvania"," usa","1 days left","March","Morning","pennsylvania","PA","Lonnie","24 hours left","Group 1"
"172",171,"Rautmann, Orval","06-13-2020 09:00:00",39000,"bmw","series",2016,"clean vehicle",33110,"black","  wba7f2c57gg419607",167765776,"michigan"," usa","2 days left","June","Morning","michigan","MI","Orval","48 hours left","Group 1"
"173",172,"Badura, Shannon","01-03-2020 09:30:00",5470,"dodge","mpv",2018,"clean vehicle",39721,"black","  3c4pdcgg9jt216280",167656495,"florida"," usa","16 hours left","January","Morning","florida","FL","Shannon","16 hours left","Group 1"
"174",173,"Knipp, Rosalind","03-30-2020 20:50:00",14600,"ford","door",2014,"clean vehicle",75785,"black","  1fm5k8f81egb23411",167756284,"pennsylvania"," usa","21 hours left","March","Evening","pennsylvania","PA","Rosalind","21 hours left","Group 2"
"175",174,"Mrs Karas, Phil","07-26-2019 19:00:00",24502,"chevrolet","1500",2016,"clean vehicle",33624,"black","  3gcuknec6gg150809",167765812,"michigan"," usa","20 hours left","July","Evening","michigan","MI","Phil","20 hours left","Group 1"
"176",175,"Hendricks, Dan","08-18-2020 10:30:00",15110,"ford","door",2017,"clean vehicle",42289,"white","  1ft7w2bt7hec67263",167656516,"texas"," usa","2 days left","August","Morning","texas","TX","Dan","48 hours left","Group 1"
"177",176,"Badura, Shannon","02-19-2021 15:40:00",7900,"ford","door",2014,"clean vehicle",79422,"white","  1fmcu0g9xeud52262",167756290,"new york"," usa","21 hours left","February","Aftrenoon","new york","NY","Shannon","21 hours left","Group 2"
"178",177,"Callahan, Mark","04-01-2020 10:40:00",27305,"chevrolet","door",2016,"clean vehicle",28844,"blue","  3gcukrec5gg383569",167765813,"michigan"," usa","3 hours left","April","Morning","michigan","MI","Mark","3 hours left","Group 1"
"179",178,"Froelich, Francis","03-23-2020 19:00:00",15290,"ford","door",2017,"clean vehicle",66582,"white","  1ft7w2bt0hef21363",167656517,"texas"," usa","2 days left","March","Evening","texas","TX","Francis","48 hours left","Group 2"
"180",179,"Rautmann, Orval","09-02-2021 12:50:00",26500,"ford","door",2015,"clean vehicle",61436,"silver","  1ftew1cf3fke12825",167756321,"south carolina"," usa","21 hours left","September","Aftrenoon","south carolina","SC","Orval","21 hours left","Group 2"
"181",180,"Kananen, Jeff","05-24-2019 20:50:00",25502,"chevrolet","door",2016,"clean vehicle",58303,"silver","  3gcukrec0gg380000",167765816,"michigan"," usa","20 hours left","May","Evening","michigan","MI","Jeff","20 hours left","Group 2"
"182",181,"Trimberger, Jason","05-02-2020 20:40:00",7320,"ford","mpv",2017,"clean vehicle",55618,"white","  1fmzk1cmxhkb51025",167656518,"texas"," usa","2 days left","May","Evening","texas","TX","Jason","48 hours left","Group 2"
"183",182,"Socha, Melissa","11-24-2019 12:40:00",3800,"chevrolet","van",2009,"clean vehicle",261648,"white","  1gbhg396191112177",167756420,"michigan"," usa","2 days left","November","Aftrenoon","michigan","MI","Melissa","48 hours left","Group 6"
"184",183,"McDonald, Tom","12-29-2019 21:00:00",24502,"chevrolet","door",2016,"clean vehicle",33045,"white","  3gcukrec4gg223800",167765817,"michigan"," usa","20 hours left","December","Evening","michigan","MI","Tom","20 hours left","Group 1"
"185",184,"Halla, Al","05-10-2020 18:30:00",4140,"ford","door",2017,"clean vehicle",40747,"white","  3fa6p0h73hr358945",167656519,"texas"," usa","2 days left","May","Evening","texas","TX","Al","48 hours left","Group 1"
"186",185,"Holewinski, Gene","10-30-2019 19:50:00",1400,"dodge","pk",2002,"clean vehicle",185460,"black","  1b7hg38n62s587845",167756423,"michigan"," usa","2 days left","October","Evening","michigan","MI","Gene","48 hours left","Group 4"
